2814
(0.00232824, 0.552359)
(0, 0.553729)
(0.00390625, 0.551431)
(0.00232824, 0.552359)
(0.00390625, 0.992187)
(0.00390625, 0.992188)
(0.00390625, 0.992188)
(0.00390625, 0.992188)
(0.00390625, 0.992188)
(0.00195312, 0.996094)
(0.00195312, 0.996094)
(0, 1)
(0.0078125, 0.549134)
(0.00501089, 0.550781)
(0.00501089, 0.550781)
(0.00390625, 0.551431)
(0.0078125, 0.984375)
(0.0078125, 0.984375)
(0.0078125, 0.984375)
(0.0078125, 0.984375)
(0.0078125, 0.984375)
(0.00585937, 0.988281)
(0.00585937, 0.988281)
(0.00390625, 0.992187)
(0.0117188, 0.546837)
(0.0116548, 0.546875)
(0.0116548, 0.546875)
(0.0078125, 0.549134)
(0.0117188, 0.976562)
(0.0117187, 0.976562)
(0.0117187, 0.976562)
(0.0117187, 0.976563)
(0.0117187, 0.976563)
(0.00976562, 0.980469)
(0.00976562, 0.980469)
(0.0078125, 0.984375)
(0.0118099, 0.546784)
(0.0117188, 0.546837)
(0.015625, 0.544542)
(0.0118099, 0.546784)
(0.015625, 0.96875)
(0.015625, 0.96875)
(0.015625, 0.96875)
(0.015625, 0.96875)
(0.015625, 0.96875)
(0.0136719, 0.972656)
(0.0136719, 0.972656)
(0.0117188, 0.976562)
(0.0195312, 0.542248)
(0.0183037, 0.542969)
(0.0183037, 0.542969)
(0.015625, 0.544542)
(0.0195312, 0.960937)
(0.0195312, 0.960938)
(0.0195312, 0.960938)
(0.0195312, 0.960938)
(0.0195312, 0.960938)
(0.0175781, 0.964844)
(0.0175781, 0.964844)
(0.015625, 0.96875)
(0.0212774, 0.541223)
(0.0195312, 0.542248)
(0.0234375, 0.539955)
(0.0212774, 0.541223)
(0.0234375, 0.953125)
(0.0234375, 0.953125)
(0.0234375, 0.953125)
(0.0234375, 0.953125)
(0.0234375, 0.953125)
(0.0214844, 0.957031)
(0.0214844, 0.957031)
(0.0195312, 0.960937)
(0.0273438, 0.537663)
(0.0249577, 0.539062)
(0.0249577, 0.539062)
(0.0234375, 0.539955)
(0.0273438, 0.945312)
(0.0273437, 0.945312)
(0.0273437, 0.945312)
(0.0273437, 0.945313)
(0.0273437, 0.945313)
(0.0253906, 0.949219)
(0.0253906, 0.949219)
(0.0234375, 0.953125)
(0.0307294, 0.535677)
(0.0273438, 0.537663)
(0.03125, 0.535372)
(0.0307294, 0.535677)
(0.03125, 0.9375)
(0.03125, 0.9375)
(0.03125, 0.9375)
(0.03125, 0.9375)
(0.03125, 0.9375)
(0.0292969, 0.941406)
(0.0292969, 0.941406)
(0.0273438, 0.945312)
(0.0351562, 0.533082)
(0.0316173, 0.535156)
(0.0316173, 0.535156)
(0.03125, 0.535372)
(0.0351562, 0.929687)
(0.0351562, 0.929688)
(0.0351562, 0.929688)
(0.0351562, 0.929688)
(0.0351562, 0.929688)
(0.0332031, 0.933594)
(0.0332031, 0.933594)
(0.03125, 0.9375)
(0.0390625, 0.530793)
(0.0382828, 0.53125)
(0.0382828, 0.53125)
(0.0351562, 0.533082)
(0.0390625, 0.921875)
(0.0390625, 0.921875)
(0.0390625, 0.921875)
(0.0390625, 0.921875)
(0.0390625, 0.921875)
(0.0371094, 0.925781)
(0.0371094, 0.925781)
(0.0351562, 0.929687)
(0.0401647, 0.530148)
(0.0390625, 0.530793)
(0.0429688, 0.528506)
(0.0401647, 0.530148)
(0.0429688, 0.914062)
(0.0429687, 0.914062)
(0.0429687, 0.914062)
(0.0429687, 0.914063)
(0.0429687, 0.914063)
(0.0410156, 0.917969)
(0.0410156, 0.917969)
(0.0390625, 0.921875)
(0.046875, 0.52622)
(0.0449548, 0.527344)
(0.0449548, 0.527344)
(0.0429688, 0.528506)
(0.046875, 0.90625)
(0.046875, 0.90625)
(0.046875, 0.90625)
(0.046875, 0.90625)
(0.046875, 0.90625)
(0.0449219, 0.910156)
(0.0449219, 0.910156)
(0.0429688, 0.914062)
(0.0495815, 0.524637)
(0.046875, 0.52622)
(0.0507812, 0.523936)
