25376
(0.00385033, 0.796819)
(0.00377972, 0.796875)
(0.00385033, 0.796819)
(0.00390625, 0.79677)
(0.00175549, 0.79863)
(9.97146e-06, 0.7999)
(0.00175549, 0.79863)
(0.00195137, 0.798469)
(9.97146e-06, 0.7999)
(2.04488e-07, 0.799907)
(0.00377972, 0.796875)
(0.0031651, 0.79741)
(0.00195223, 0.798468)
(0.0031651, 0.79741)
(0.00330003, 0.987675)
(0.0032238, 0.98776)
(0.00330003, 0.987675)
(0.00338795, 0.987543)
(0.00305608, 0.987431)
(0.00289273, 0.98765)
(0.00305608, 0.987431)
(0.00328788, 0.987159)
(0.00292253, 0.987298)
(0.0025974, 0.98764)
(0.00292253, 0.987298)
(0.00327848, 0.986763)
(0.0032238, 0.98776)
(0.00328757, 0.987663)
(0.00289273, 0.98765)
(0.00309814, 0.987473)
(0.00338795, 0.987543)
(0.00328757, 0.987663)
(0.00328788, 0.987159)
(0.00309814, 0.987473)
(0.00271668, 0.987092)
(0.0023647, 0.987565)
(0.00271668, 0.987092)
(0.0032193, 0.986528)
(0.00254228, 0.986917)
(0.00195151, 0.987509)
(0.00254228, 0.986917)
(0.00316244, 0.985983)
(0.0025974, 0.98764)
(0.00285538, 0.98723)
(0.0023647, 0.987565)
(0.0028083, 0.987183)
(0.00327848, 0.986763)
(0.00285538, 0.98723)
(0.0032193, 0.986528)
(0.0028083, 0.987183)
(0.0016144, 0.987033)
(0.00147531, 0.987192)
(0.00242272, 0.986082)
(0.0026248, 0.985832)
(0.0016144, 0.987033)
(0.00150307, 0.987138)
(0.00242272, 0.986082)
(0.00253818, 0.985891)
(0.00237794, 0.986753)
(0.00184217, 0.987475)
(0.00237794, 0.986753)
(0.00314702, 0.985921)
(0.00147531, 0.987192)
(0.00215933, 0.986534)
(0.0026248, 0.985832)
(0.00215933, 0.986534)
(0.00195151, 0.987509)
(0.00211899, 0.987237)
(0.00184217, 0.987475)
(0.00211899, 0.987237)
(0.00316244, 0.985983)
(0.00299198, 0.986161)
(0.00314702, 0.985921)
(0.00299198, 0.986161)
(0.00175876, 0.986134)
(0.00163299, 0.986279)
(0.00175876, 0.986134)
(0.00186974, 0.986003)
(0.00150307, 0.987138)
(0.00203961, 0.986415)
(0.00253818, 0.985891)
(0.00203961, 0.986415)
(0.00163299, 0.986279)
(0.00177363, 0.986149)
(0.00186974, 0.986003)
(0.00177363, 0.986149)
(0.00365173, 0.991933)
(0.00354745, 0.992066)
(0.00365173, 0.991933)
(0.00378669, 0.991681)
(0.0035931, 0.991874)
(0.00344185, 0.992119)
(0.0035931, 0.991874)
(0.00384041, 0.991499)
(0.00354745, 0.992066)
(0.00370203, 0.991983)
(0.00378669, 0.991681)
(0.00370203, 0.991983)
(0.0032546, 0.991536)
(0.00285692, 0.992071)
(0.0032546, 0.991536)
(0.00380233, 0.990748)
(0.0032167, 0.991498)
(0.00276291, 0.992085)
(0.0032167, 0.991498)
(0.00381442, 0.99059)
(0.00344185, 0.992119)
(0.00361622, 0.991897)
(0.00285692, 0.992071)
(0.00340231, 0.991684)
(0.00384041, 0.991499)
(0.00361622, 0.991897)
(0.00380233, 0.990748)
(0.00340231, 0.991684)
(0.00288911, 0.99117)
(0.00224544, 0.992046)
(0.00288911, 0.99117)
(0.00378866, 0.990045)
(0.00284098, 0.991122)
(0.00202611, 0.992043)
(0.00284098, 0.991122)
(0.00378361, 0.989689)
(0.00276291, 0.992085)
(0.00316105, 0.991442)
(0.00224544, 0.992046)
(0.0030982, 0.991379)
(0.00381442, 0.99059)
(0.00316105, 0.991442)
(0.00378866, 0.990045)
(0.0030982, 0.991379)
(0.00252909, 0.99081)
(0.00164782, 0.992015)
(0.00252909, 0.99081)
(0.00376962, 0.989393)
(0.00246443, 0.990746)
(0.00125283, 0.991995)
(0.00246443, 0.990746)
(0.0037493, 0.98879)
