25376
(0.442311, 0.446141)
(0.442351, 0.446109)
(0.442311, 0.446141)
(0.442279, 0.446166)
(0.443464, 0.445228)
(0.444431, 0.444443)
(0.443464, 0.445228)
(0.443358, 0.445312)
(0.444431, 0.444443)
(0.444436, 0.444438)
(0.442351, 0.446109)
(0.442681, 0.445848)
(0.443357, 0.445312)
(0.442681, 0.445848)
(0.0350675, 0.955479)
(0.0351562, 0.955403)
(0.0350675, 0.955479)
(0.0351562, 0.955346)
(0.0370701, 0.952925)
(0.0369399, 0.953125)
(0.0370701, 0.952925)
(0.0368382, 0.953125)
(0.0387029, 0.951034)
(0.0390625, 0.950702)
(0.0387029, 0.951034)
(0.0390625, 0.950493)
(0.0351562, 0.955403)
(0.0352476, 0.955248)
(0.0369399, 0.953125)
(0.0367315, 0.953314)
(0.0351562, 0.955346)
(0.0352476, 0.955248)
(0.0368382, 0.953125)
(0.0367315, 0.953314)
(0.0404872, 0.948786)
(0.0402052, 0.949219)
(0.0404872, 0.948786)
(0.040012, 0.949219)
(0.0423419, 0.94658)
(0.0429688, 0.945971)
(0.0423419, 0.94658)
(0.0429688, 0.945634)
(0.0390625, 0.950702)
(0.0394422, 0.950071)
(0.0402052, 0.949219)
(0.0397805, 0.949623)
(0.0390625, 0.950493)
(0.0394422, 0.950071)
(0.040012, 0.949219)
(0.0397805, 0.949623)
(0.046756, 0.941287)
(0.0466859, 0.941406)
(0.0466672, 0.941198)
(0.0464553, 0.941406)
(0.046756, 0.941287)
(0.046875, 0.941186)
(0.0466672, 0.941198)
(0.046875, 0.940952)
(0.0438993, 0.944654)
(0.0434687, 0.945312)
(0.0438993, 0.944654)
(0.0432056, 0.945312)
(0.0466859, 0.941406)
(0.0459845, 0.942118)
(0.0464553, 0.941406)
(0.0459845, 0.942118)
(0.0429688, 0.945971)
(0.0432177, 0.945561)
(0.0434687, 0.945312)
(0.0432177, 0.945561)
(0.0429688, 0.945634)
(0.0431191, 0.945463)
(0.0432056, 0.945312)
(0.0431191, 0.945463)
(0.0498356, 0.937392)
(0.0497709, 0.9375)
(0.0498356, 0.937392)
(0.049728, 0.9375)
(0.046875, 0.941186)
(0.047307, 0.940527)
(0.046875, 0.940952)
(0.047307, 0.940527)
(0.0497709, 0.9375)
(0.0496307, 0.937647)
(0.049728, 0.9375)
(0.0496307, 0.937647)
(0.0148767, 0.980343)
(0.0148028, 0.980469)
(0.0148767, 0.980343)
(0.01465, 0.980469)
(0.015379, 0.979925)
(0.015625, 0.979787)
(0.015379, 0.979925)
(0.015625, 0.979553)
(0.0148028, 0.980469)
(0.014639, 0.980528)
(0.01465, 0.980469)
(0.014639, 0.980528)
(0.0184769, 0.97605)
(0.0181468, 0.976562)
(0.0184769, 0.97605)
(0.0177556, 0.976562)
(0.0189365, 0.975584)
(0.0195312, 0.975148)
(0.0189365, 0.975584)
(0.0195312, 0.974685)
(0.015625, 0.979787)
(0.0158371, 0.979318)
(0.0181468, 0.976562)
(0.0175601, 0.976951)
(0.015625, 0.979553)
(0.0158371, 0.979318)
(0.0177556, 0.976562)
(0.0175601, 0.976951)
(0.0219731, 0.971817)
(0.0214229, 0.972656)
(0.0219731, 0.971817)
(0.0209504, 0.972656)
(0.0224996, 0.971234)
(0.0234375, 0.970435)
(0.0224996, 0.971234)
(0.0234375, 0.969814)
(0.0195312, 0.975148)
(0.020164, 0.973918)
(0.0214229, 0.972656)
(0.0205741, 0.973344)
(0.0195312, 0.974685)
(0.020164, 0.973918)
(0.0209504, 0.972656)
(0.0205741, 0.973344)
(0.0254504, 0.967597)
(0.0246891, 0.96875)
(0.0254504, 0.967597)
(0.0241734, 0.96875)
(0.0260654, 0.966878)
(0.0273438, 0.965676)
(0.0260654, 0.966878)
(0.0273438, 0.964939)
(0.0234375, 0.970435)
(0.0240318, 0.969344)
(0.0246891, 0.96875)
(0.0240318, 0.969344)
(0.0234375, 0.969814)
(0.0239085, 0.969221)
(0.0241734, 0.96875)
(0.0239085, 0.969221)
(0.0312188, 0.960906)
(0.0312001, 0.960938)
(0.0309594, 0.960647)
(0.0306729, 0.960938)
(0.0312188, 0.960906)
(0.03125, 0.960883)
(0.0309594, 0.960647)
(0.03125, 0.960329)
(0.0289199, 0.963383)
(0.0279522, 0.964844)
(0.0289199, 0.963383)
(0.0274093, 0.964844)
(0.0312001, 0.960938)
(0.0296332, 0.962517)
(0.0306729, 0.960938)
(0.0296332, 0.962517)
(0.0273438, 0.965676)
(0.0276436, 0.965144)
(0.0279522, 0.964844)
(0.0276436, 0.965144)
(0.0273438, 0.964939)
(0.0273855, 0.964886)
(0.0274093, 0.964844)
(0.0273855, 0.964886)
(0.0345985, 0.956473)
(0.0342572, 0.957031)
(0.0345338, 0.956409)
(0.0339388, 0.957031)
(0.0345985, 0.956473)
(0.0351562, 0.956005)
(0.0345338, 0.956409)
(0.0351562, 0.955698)
(0.03125, 0.960883)
(0.0323845, 0.959174)
(0.03125, 0.960329)
(0.0323845, 0.959174)
(0.0342572, 0.957031)
(0.0332025, 0.958152)
(0.0339388, 0.957031)
(0.0332025, 0.958152)
(0.0376907, 0.952603)
(0.0373672, 0.953125)
(0.0376907, 0.952603)
(0.0372045, 0.953125)
(0.038699, 0.951457)
(0.0390625, 0.951126)
(0.038699, 0.951457)
(0.0390625, 0.951028)
(0.0351562, 0.956005)
(0.0358453, 0.954967)
(0.0351562, 0.955698)
(0.0358453, 0.954967)
(0.0373672, 0.953125)
(0.0367734, 0.953783)
(0.0372045, 0.953125)
(0.0367734, 0.953783)
(0.0406023, 0.949074)
(0.0405116, 0.949219)
(0.0406023, 0.949074)
(0.0404701, 0.949219)
(0.0390625, 0.951126)
(0.0393029, 0.950764)
(0.0390625, 0.951028)
(0.0393029, 0.950764)
(0.0405116, 0.949219)
(0.0403459, 0.949409)
(0.0404701, 0.949219)
(0.0403459, 0.949409)
(0.0152905, 0.980134)
(0.0149844, 0.980469)
(0.0152905, 0.980134)
(0.015625, 0.97987)
(0.0135874, 0.982548)
(0.0123649, 0.984375)
(0.0135874, 0.982548)
(0.0117226, 0.984375)
(0.0156234, 0.980469)
(0.0137359, 0.982369)
(0.0149844, 0.980469)
(0.0137359, 0.982369)
(0.0189617, 0.975993)
(0.018605, 0.976562)
(0.0188473, 0.975879)
(0.0182453, 0.976562)
(0.0189617, 0.975993)
(0.0195312, 0.975595)
(0.0188473, 0.975879)
(0.0195312, 0.975236)
(0.015625, 0.980467)
(0.0170917, 0.97828)
(0.015625, 0.97987)
(0.0170917, 0.97828)
(0.018605, 0.976562)
(0.0172633, 0.97806)
(0.0182453, 0.976562)
(0.0172633, 0.97806)
(0.0223207, 0.971703)
(0.0217106, 0.972656)
(0.0223207, 0.971703)
(0.0215062, 0.972656)
(0.0225004, 0.971506)
(0.0234375, 0.97072)
(0.0225004, 0.971506)
(0.0234375, 0.970531)
(0.0195312, 0.975595)
(0.0205926, 0.974012)
(0.0195312, 0.975236)
(0.0205926, 0.974012)
